manufacturer,category,screen_size,screen,ram,operating_system,weight,price,width_screen,height_screen,touchscreen,amd,intel,freq_cpu,ssd,hdd,hybrid,flash,brand_gpu
11,1,15.6,2,16,4,2.4,11506248.0,1920,1080,0,0.0,1.0,2.8,256.0,1024.0,0.0,0.0,2
2,4,14.0,2,8,4,1.1,10092420.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
7,0,11.6,0,8,1,1.4,4401540.0,1366,768,1,0.0,1.0,1.1,0.0,0.0,0.0,64.0,1
9,4,15.6,5,8,4,1.09,20442708.0,1920,1080,0,0.0,1.0,1.8,512.0,0.0,0.0,0.0,1
0,1,15.6,2,16,4,2.5,11550708.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,2
11,1,15.6,2,8,4,2.2,8873326.8,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,2
2,3,15.6,0,4,4,1.86,3725748.0,1366,768,0,0.0,1.0,1.1,128.0,0.0,0.0,0.0,1
4,1,15.6,2,16,4,3.21,18237492.0,1920,1080,0,0.0,1.0,2.5,128.0,1024.0,0.0,0.0,2
7,3,17.3,5,4,4,2.5,6215508.0,1920,1080,0,0.0,1.0,,256.0,0.0,0.0,0.0,0
10,0,13.3,5,8,4,1.19,13329108.0,1920,1080,0,0.0,1.0,1.8,512.0,0.0,0.0,0.0,1
4,1,15.6,2,16,4,3.49,25019865.0,1920,1080,0,0.0,1.0,2.9,256.0,1024.0,0.0,0.0,2
7,3,15.6,0,4,4,1.86,5447328.12,1366,768,0,1.0,0.0,2.5,0.0,500.0,0.0,0.0,0
4,3,15.6,0,4,4,2.2,4852097.64,1366,768,0,0.0,1.0,,0.0,1024.0,0.0,0.0,0
7,3,17.3,5,6,4,2.65,5059548.0,1920,1080,0,0.0,1.0,2.4,0.0,2048.0,0.0,0.0,0
10,3,15.6,0,4,4,2.1,2827656.0,1366,768,0,0.0,1.0,1.6,0.0,500.0,0.0,0.0,1
0,3,14.0,0,4,1,1.45,3334500.0,1366,768,0,0.0,1.0,1.6,0.0,0.0,0.0,32.0,1
10,3,14.0,2,4,4,1.7,6215508.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
7,5,17.3,2,8,4,3.14,16965847.08,1920,1080,0,0.0,1.0,2.8,0.0,500.0,0.0,0.0,2
10,0,14.0,0,8,4,1.42,23030280.0,2560,1440,1,0.0,1.0,2.7,256.0,0.0,0.0,0.0,1
16,3,13.3,5,8,4,1.5,8651916.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
0,2,11.6,0,4,4,1.4,2391948.0,1366,768,0,0.0,1.0,1.6,0.0,0.0,0.0,32.0,1
10,0,14.0,2,16,4,1.38,15552108.0,1920,1080,0,0.0,1.0,2.7,512.0,0.0,0.0,0.0,1
2,0,12.5,2,4,1,1.2,5948748.0,1920,1080,0,0.0,1.0,0.9,0.0,0.0,0.0,64.0,1
16,4,13.3,2,16,4,1.36,16690284.0,1920,1080,0,0.0,1.0,2.5,512.0,0.0,0.0,0.0,1
7,3,15.6,5,4,4,2.1,6126588.0,1920,1080,0,1.0,0.0,2.7,0.0,500.0,0.0,0.0,0
4,1,15.6,2,8,4,2.56,7282548.0,1920,1080,0,1.0,0.0,2.5,0.0,1024.0,0.0,0.0,2
10,3,15.6,2,4,4,2.2,3547908.0,1920,1080,0,0.0,1.0,2.9,256.0,0.0,0.0,0.0,0
10,3,15.6,0,8,4,2.2,3814668.0,1366,768,0,0.0,1.0,3.6,0.0,1024.0,0.0,0.0,0
10,3,15.6,2,4,4,2.1,5525933.4,1920,1080,0,0.0,1.0,2.5,0.0,2048.0,0.0,0.0,1
10,3,15.6,0,4,3,1.9,4001400.0,1366,768,0,0.0,1.0,,0.0,500.0,0.0,0.0,1
4,3,15.6,2,8,4,2.18,7069140.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
0,0,13.3,5,8,4,1.6,8883108.0,1920,1080,0,0.0,1.0,1.6,256.0,0.0,0.0,0.0,1
10,5,15.6,2,16,4,2.18,16494660.0,1920,1080,0,1.0,0.0,2.5,512.0,0.0,0.0,0.0,2
10,3,14.0,2,8,4,1.8,10590372.0,1920,1080,0,0.0,1.0,2.3,256.0,0.0,0.0,0.0,1
7,3,17.3,5,6,4,2.71,5824348.92,1920,1080,0,0.0,1.0,2.5,0.0,2048.0,0.0,0.0,0
10,1,15.6,5,8,4,2.5,11106108.0,1920,1080,0,0.0,1.0,2.8,128.0,1024.0,0.0,0.0,2
4,3,14.0,2,8,2,1.64,9683388.0,1920,1080,0,0.0,1.0,2.8,256.0,0.0,0.0,0.0,2
4,3,15.6,2,8,2,1.98,6455592.0,1920,1080,0,0.0,1.0,2.5,0.0,1024.0,0.0,0.0,1
2,3,14.0,2,4,4,1.5,2649816.0,1920,1080,0,0.0,1.0,1.1,0.0,0.0,0.0,32.0,1
4,3,15.6,2,16,4,1.93,12685860.72,1920,1080,0,0.0,1.0,2.6,512.0,0.0,0.0,0.0,1
10,3,14.0,5,8,4,1.87,7621066.44,1920,1080,0,1.0,0.0,2.5,256.0,0.0,0.0,0.0,2
4,3,15.6,2,8,4,1.9,10483668.0,1920,1080,0,0.0,1.0,2.6,256.0,0.0,0.0,0.0,1
10,3,15.6,0,4,4,2.19,2649816.0,1366,768,0,0.0,1.0,,0.0,500.0,0.0,0.0,0
12,3,14.0,5,4,4,1.4,2356380.0,1920,1200,0,0.0,1.0,1.9,0.0,32.0,0.0,0.0,1
7,3,17.3,2,8,4,2.63,10670400.0,1920,1080,0,0.0,1.0,2.7,256.0,0.0,0.0,0.0,2
10,4,14.0,6,8,4,1.17,14997602.88,2560,1440,0,0.0,1.0,2.5,512.0,0.0,0.0,0.0,1
7,0,13.3,3,8,4,1.58,7439047.2,1366,768,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
10,4,14.0,5,8,4,1.32,13329108.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
4,1,17.3,1,32,4,4.36,32539384.8,3840,2160,0,0.0,1.0,2.8,1024.0,1024.0,0.0,0.0,2
11,1,17.3,2,8,4,2.7,11990684.16,1920,1080,0,0.0,1.0,2.8,128.0,1024.0,0.0,0.0,2
10,3,15.6,0,4,3,1.9,4356190.8,1366,768,0,0.0,1.0,2.5,0.0,1024.0,0.0,0.0,1
4,3,15.6,2,8,4,2.2,6393348.0,1920,1080,0,0.0,1.0,1.6,128.0,1024.0,0.0,0.0,0
4,0,13.3,2,4,4,1.71,5770908.0,1920,1080,0,1.0,0.0,2.4,0.0,1024.0,0.0,0.0,1
4,3,15.6,0,8,2,2.32,5242011.84,1366,768,0,0.0,1.0,2.5,0.0,1024.0,0.0,0.0,0
7,3,15.6,2,4,4,2.1,4348188.0,1920,1080,0,0.0,1.0,,0.0,1024.0,0.0,0.0,0
0,1,17.3,5,16,4,4.2,17206020.0,1920,1080,0,1.0,0.0,2.6,128.0,1024.0,0.0,0.0,2
4,3,15.6,0,12,4,2.25,5770908.0,1366,768,0,0.0,1.0,2.5,0.0,1024.0,0.0,0.0,1
7,3,15.6,2,6,4,2.1,5779800.0,1920,1080,0,0.0,1.0,,128.0,1024.0,0.0,0.0,0
0,3,15.6,0,4,4,2.4,4970628.0,1366,768,0,0.0,1.0,2.5,0.0,500.0,0.0,0.0,1
10,3,13.3,5,8,4,1.44,8536320.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
10,3,15.6,2,4,4,1.85,6926868.0,1920,1080,0,0.0,1.0,2.7,0.0,1024.0,0.0,0.0,1
7,5,15.6,2,16,4,2.6,21509748.0,1920,1080,0,0.0,1.0,2.8,256.0,0.0,0.0,0.0,2
4,0,13.3,2,8,4,1.55,5859828.0,1920,1080,0,0.0,1.0,1.6,0.0,1024.0,0.0,0.0,1
11,1,15.6,2,16,4,1.8,18624116.16,1920,1080,0,0.0,1.0,2.8,256.0,1024.0,0.0,0.0,2
0,3,15.6,0,4,4,2.4,3652833.6,1366,768,0,0.0,1.0,,0.0,500.0,0.0,0.0,1
4,3,15.6,2,8,4,2.0,10732644.0,1920,1080,0,0.0,1.0,2.7,128.0,1024.0,0.0,0.0,2
4,3,15.6,0,8,4,,5913180.0,1366,768,0,0.0,1.0,,256.0,0.0,0.0,0.0,1
16,3,14.0,5,8,4,1.25,13649220.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
10,0,14.0,2,8,4,1.7,8883108.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
10,5,15.6,4,16,4,2.5,29334708.0,3840,2160,0,0.0,1.0,2.8,1024.0,0.0,0.0,0.0,2
0,3,14.0,0,2,1,1.68,2934360.0,1366,768,0,0.0,1.0,1.6,0.0,0.0,0.0,32.0,1
15,4,13.3,2,16,4,0.81,14662908.0,1920,1080,0,0.0,1.0,2.7,256.0,0.0,0.0,0.0,1
7,3,15.6,2,8,4,1.86,4792788.0,1920,1080,0,0.0,1.0,,256.0,0.0,0.0,0.0,1
4,3,14.0,0,8,4,1.6,10018705.32,1366,768,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
7,5,17.3,5,16,4,,39026988.0,1920,1080,0,0.0,1.0,2.9,256.0,0.0,0.0,0.0,2
10,2,11.6,0,4,4,1.4,4223700.0,1366,768,1,0.0,1.0,1.6,128.0,0.0,0.0,0.0,1
7,3,15.6,2,8,4,1.84,16894800.0,1920,1080,0,0.0,1.0,2.4,256.0,0.0,0.0,0.0,1
2,3,15.6,0,4,3,2.45,5148468.0,1366,768,0,0.0,1.0,2.3,0.0,1024.0,0.0,0.0,2
10,4,14.0,2,4,4,1.7,9745632.0,1920,1080,0,0.0,1.0,2.3,1.0,0.0,0.0,0.0,1
2,3,15.6,0,4,4,2.37,7557310.8,1366,768,0,0.0,1.0,2.7,256.0,0.0,0.0,0.0,1
10,0,13.3,6,8,4,1.3,10661508.0,3200,1800,0,0.0,1.0,1.8,256.0,0.0,0.0,0.0,1
7,3,15.6,5,8,4,2.2,9772308.0,1920,1080,0,0.0,1.0,2.5,128.0,1024.0,0.0,0.0,2
7,5,15.6,2,8,4,2.59,13880412.0,1920,1080,0,0.0,1.0,2.6,256.0,0.0,0.0,0.0,2
4,1,15.6,4,16,4,4.42,25511059.08,3840,2160,0,0.0,1.0,2.8,256.0,1024.0,0.0,0.0,2
0,3,15.6,0,4,4,2.1,5326308.0,1366,768,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
10,1,15.6,5,8,4,2.5,9318816.0,1920,1080,0,0.0,1.0,2.8,128.0,1024.0,0.0,0.0,2
4,4,12.5,2,16,4,1.18,16530228.0,1920,1080,0,0.0,1.0,2.8,256.0,0.0,0.0,0.0,1
6,4,12.3,0,8,1,1.1,13862628.0,2400,1600,1,0.0,1.0,1.2,256.0,0.0,0.0,0.0,1
2,4,13.3,6,8,4,1.2,10039068.0,3200,1800,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
4,3,13.3,0,4,4,1.65,7549308.0,1366,768,0,0.0,1.0,,0.0,500.0,0.0,0.0,1
0,3,13.3,0,4,4,1.6,5824260.0,1366,768,0,0.0,1.0,2.3,128.0,0.0,0.0,0.0,1
2,3,17.3,0,4,4,2.8,4182263.28,1366,768,0,0.0,1.0,1.1,0.0,1024.0,0.0,0.0,2
4,1,15.6,4,16,4,2.72,9772308.0,3840,2160,0,0.0,1.0,2.6,128.0,1024.0,0.0,0.0,2
15,4,13.3,2,8,4,1.31,14218308.0,1920,1080,0,0.0,1.0,2.7,256.0,0.0,0.0,0.0,1
0,3,15.6,0,4,2,2.1,2649816.0,1366,768,0,0.0,1.0,1.1,0.0,1024.0,0.0,0.0,1
4,3,15.6,2,16,4,2.3,10503852.84,1920,1080,0,0.0,1.0,2.7,256.0,0.0,0.0,0.0,0
15,0,15.0,2,16,4,1.71,15996708.0,1920,1080,0,0.0,1.0,2.7,256.0,0.0,0.0,0.0,0
16,3,14.0,3,4,4,1.75,9069840.0,1366,768,0,0.0,1.0,2.3,128.0,0.0,0.0,0.0,1
4,1,15.6,2,8,4,2.62,9772308.0,1920,1080,0,0.0,1.0,2.8,0.0,1024.0,0.0,0.0,2
7,4,12.5,0,4,4,1.26,11061648.0,1366,768,0,0.0,1.0,2.3,256.0,0.0,0.0,0.0,1
2,0,15.6,2,12,4,2.3,7460388.0,1920,1080,0,0.0,1.0,2.7,0.0,2048.0,0.0,0.0,2
10,3,15.6,1,16,4,2.5,21074040.0,3840,2160,0,0.0,1.0,2.7,512.0,0.0,0.0,0.0,2
0,3,14.0,5,4,4,1.8,5655312.0,1920,1080,0,0.0,1.0,2.4,128.0,0.0,0.0,0.0,1
14,1,14.0,2,16,4,1.95,25777908.0,1920,1080,0,0.0,1.0,2.8,512.0,0.0,0.0,0.0,2
2,3,15.6,0,8,4,,5174254.8,1920,1080,0,0.0,1.0,1.1,128.0,0.0,0.0,0.0,1
4,1,17.3,5,32,4,4.42,31911609.6,1920,1080,0,0.0,1.0,2.8,1024.0,1024.0,0.0,0.0,2
2,1,17.3,5,16,4,4.3,20896200.0,1920,1080,0,0.0,1.0,2.6,256.0,1024.0,0.0,0.0,2
16,4,14.0,5,16,4,1.47,15685488.0,1920,1080,0,0.0,1.0,2.6,512.0,0.0,0.0,0.0,2
10,3,15.6,0,8,3,2.2,2925468.0,1366,768,0,0.0,1.0,1.6,0.0,1024.0,0.0,0.0,1
10,4,14.0,2,16,4,1.7,20442708.0,1920,1080,0,0.0,1.0,2.7,512.0,0.0,0.0,0.0,1
11,1,14.0,5,16,4,1.6,16814772.0,1920,1080,0,0.0,1.0,2.8,256.0,1024.0,0.0,0.0,2
11,1,15.6,2,8,4,2.2,9683388.0,1920,1080,0,0.0,1.0,2.5,128.0,1024.0,0.0,0.0,2
10,1,15.6,5,4,4,2.4,8883108.0,1920,1080,0,0.0,1.0,2.8,0.0,1024.0,0.0,0.0,2
0,1,17.3,5,16,4,4.2,20442708.0,1920,1080,0,0.0,1.0,2.8,256.0,1024.0,0.0,0.0,2
4,1,15.6,2,8,4,2.62,8758620.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,2
2,1,15.6,2,8,4,2.24,11906388.0,1920,1080,0,0.0,1.0,2.8,128.0,1024.0,0.0,0.0,2
17,3,14.0,0,4,4,1.22,1804186.8,1920,1080,0,0.0,1.0,1.1,0.0,0.0,0.0,32.0,1
10,0,13.3,5,8,4,1.37,17517240.0,1920,1080,0,0.0,1.0,2.7,512.0,0.0,0.0,0.0,1
10,0,15.6,2,8,4,2.08,8527428.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,0
1,4,12.0,7,8,5,0.92,10359180.0,2304,1440,0,0.0,1.0,1.2,0.0,0.0,0.0,512.0,1
10,0,14.0,3,8,4,1.42,20718360.0,2560,1440,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
2,3,14.0,0,4,4,1.63,2658708.0,1366,768,0,0.0,1.0,1.1,0.0,0.0,0.0,32.0,1
4,3,15.6,0,8,4,1.95,7202520.0,1366,768,0,0.0,1.0,2.5,128.0,0.0,0.0,0.0,1
10,0,13.9,5,8,4,1.38,11995308.0,1920,1080,0,0.0,1.0,2.7,256.0,0.0,0.0,0.0,1
4,3,15.6,2,8,4,,6571188.0,1920,1080,0,0.0,1.0,,256.0,0.0,0.0,0.0,0
7,5,15.6,2,8,4,3.14,18361090.8,1920,1080,0,0.0,1.0,2.8,256.0,0.0,0.0,0.0,2
2,3,15.6,2,8,4,2.37,9772308.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
4,4,13.3,2,8,4,1.29,13329108.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
4,3,15.6,1,8,4,2.06,15552108.0,3840,2160,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,2
4,2,11.6,0,4,4,1.63,6615648.0,1366,768,0,0.0,1.0,1.1,128.0,0.0,0.0,0.0,1
7,2,12.5,0,8,4,1.26,12350988.0,1366,768,0,1.0,0.0,2.6,256.0,0.0,0.0,0.0,1
16,3,15.6,0,4,4,2.1,6935760.0,1366,768,0,0.0,1.0,2.3,0.0,500.0,0.0,0.0,1
7,3,15.6,0,8,4,2.04,5593068.0,1366,768,0,0.0,1.0,2.5,0.0,2048.0,0.0,0.0,0
4,1,15.6,1,16,4,2.62,14929668.0,3840,2160,0,0.0,1.0,2.8,512.0,0.0,0.0,0.0,2
10,3,15.6,2,4,4,2.4,5415228.0,1920,1080,0,0.0,1.0,2.5,0.0,1024.0,0.0,0.0,2
7,1,17.3,5,12,4,3.74,15552108.0,1920,1080,0,0.0,1.0,2.8,0.0,1024.0,0.0,0.0,0
11,1,17.3,2,16,4,2.9,21474180.0,1920,1080,0,0.0,1.0,2.8,512.0,1024.0,0.0,0.0,2
15,4,13.3,2,8,4,0.81,13329108.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
4,3,15.6,2,8,4,1.98,8545212.0,1920,1080,0,0.0,1.0,2.7,0.0,1024.0,0.0,0.0,2
4,3,15.6,2,8,4,2.18,7022990.52,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,0
10,4,14.0,2,8,4,1.32,16530228.0,1920,1080,0,0.0,1.0,2.7,256.0,0.0,0.0,0.0,1
14,4,12.5,4,16,4,1.29,15996708.0,3840,2160,0,0.0,1.0,2.5,512.0,0.0,0.0,0.0,1
7,2,11.6,0,4,1,1.23,3423420.0,1366,768,0,0.0,1.0,1.6,0.0,0.0,0.0,16.0,1
4,1,17.3,5,16,4,4.36,22274637.84,1920,1080,0,0.0,1.0,2.8,128.0,1024.0,0.0,0.0,2
4,3,14.0,0,4,4,1.76,6713460.0,1366,768,0,0.0,1.0,2.3,0.0,500.0,0.0,0.0,1
10,3,15.6,0,4,4,2.1,4356190.8,1366,768,0,0.0,1.0,,0.0,500.0,0.0,0.0,1
16,4,14.0,0,4,4,1.25,9692280.0,1366,768,0,0.0,1.0,2.5,128.0,0.0,0.0,0.0,1
10,4,14.0,5,8,4,1.13,22221108.0,1920,1080,0,0.0,1.0,2.7,512.0,0.0,0.0,0.0,1
11,1,15.6,2,8,4,2.4,10661508.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,2
10,4,14.0,5,8,4,1.13,16672500.0,1920,1080,0,0.0,1.0,2.5,0.0,0.0,0.0,256.0,1
16,3,14.0,0,4,4,1.75,4437108.0,1366,768,0,0.0,1.0,2.1,128.0,0.0,0.0,0.0,1
2,0,13.3,2,8,4,1.1,12075336.0,1920,1080,1,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
4,3,14.0,0,4,4,1.76,5201820.0,1366,768,0,0.0,1.0,,0.0,500.0,0.0,0.0,1
0,2,11.6,3,4,1,1.35,3156660.0,1366,768,0,0.0,1.0,1.6,0.0,0.0,0.0,32.0,1
0,3,14.0,5,8,4,1.5,5504148.0,1920,1080,0,0.0,1.0,2.4,128.0,0.0,0.0,0.0,1
10,4,14.0,6,16,4,1.1,18664308.0,2560,1440,0,0.0,1.0,2.6,512.0,0.0,0.0,0.0,1
2,3,15.6,2,4,2,2.1,4614948.0,1920,1080,0,0.0,1.0,2.5,0.0,1024.0,0.0,0.0,2
10,3,14.0,2,8,4,1.7,10545912.0,1920,1080,0,0.0,1.0,2.3,256.0,0.0,0.0,0.0,1
10,3,14.0,5,8,4,1.32,14671800.0,1920,1080,0,0.0,1.0,2.6,256.0,0.0,0.0,0.0,1
4,1,15.6,2,16,4,3.21,24672009.96,1920,1080,0,0.0,1.0,2.8,256.0,1024.0,0.0,0.0,2
2,1,17.3,2,16,4,2.9,21509748.0,1920,1080,0,0.0,1.0,2.8,256.0,1024.0,0.0,0.0,2
16,3,15.6,0,4,4,2.0,5948748.0,1366,768,0,0.0,1.0,2.4,0.0,500.0,0.0,0.0,1
10,3,14.0,0,4,1,1.5,2889900.0,1366,768,0,0.0,1.0,1.6,0.0,0.0,0.0,16.0,1
2,3,15.6,2,8,4,2.3,5246280.0,1920,1080,0,0.0,1.0,2.5,0.0,128.0,0.0,0.0,1
2,1,17.3,2,16,4,2.73,15996708.0,1920,1080,0,0.0,1.0,2.6,512.0,1024.0,0.0,0.0,2
4,1,17.3,5,32,4,4.42,27324137.88,1920,1080,0,0.0,1.0,2.8,512.0,1024.0,0.0,0.0,2
7,3,17.3,0,8,4,2.63,8091720.0,1600,900,0,0.0,1.0,2.5,0.0,1024.0,0.0,0.0,2
4,3,15.6,0,8,4,2.18,6348799.08,1366,768,0,0.0,1.0,2.5,128.0,0.0,0.0,0.0,1
7,4,14.0,2,8,4,1.54,16628040.0,1920,1080,0,0.0,1.0,2.5,512.0,0.0,0.0,0.0,1
4,3,15.6,2,4,4,2.18,6571188.0,1920,1080,0,0.0,1.0,2.7,256.0,0.0,0.0,0.0,0
7,0,11.6,0,4,1,1.4,5468580.0,1366,768,1,0.0,1.0,1.1,0.0,0.0,0.0,32.0,1
2,4,13.3,5,8,4,1.45,9123192.0,1920,1080,0,0.0,1.0,2.3,512.0,0.0,0.0,0.0,2
7,0,13.3,2,8,4,1.28,20247084.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
7,4,14.0,2,8,4,1.54,13053456.0,1920,1080,0,0.0,1.0,2.5,512.0,0.0,0.0,0.0,1
7,3,15.6,0,4,3,1.86,2658708.0,1366,768,0,0.0,1.0,1.6,128.0,0.0,0.0,0.0,1
2,1,15.6,2,16,4,2.1,16885908.0,1920,1080,0,0.0,1.0,2.8,128.0,1024.0,0.0,0.0,2
4,3,17.3,2,8,2,2.83,7691580.0,1920,1080,0,0.0,1.0,2.7,0.0,1024.0,0.0,0.0,0
10,4,14.0,5,8,4,1.96,16921476.0,1920,1080,0,0.0,1.0,2.8,256.0,0.0,0.0,0.0,2
2,3,15.6,5,8,4,2.3,6998004.0,1920,1080,0,0.0,1.0,2.7,256.0,0.0,0.0,0.0,2
4,3,15.6,2,8,4,1.9,8402940.0,1920,1080,0,0.0,1.0,2.5,128.0,0.0,0.0,0.0,1
2,3,15.6,0,4,4,,3992508.0,1366,768,0,0.0,1.0,1.1,0.0,1024.0,0.0,0.0,1
7,0,13.3,2,8,4,1.28,22754628.0,1920,1080,0,0.0,1.0,2.8,256.0,0.0,0.0,0.0,1
4,3,13.3,2,8,4,1.62,5770908.0,1920,1080,0,0.0,1.0,2.3,0.0,1024.0,0.0,0.0,1
10,3,15.6,2,4,3,2.2,4170348.0,1920,1080,0,0.0,1.0,2.0,0.0,1024.0,0.0,0.0,1
10,3,15.6,5,8,4,2.3,7564068.72,1920,1080,0,0.0,1.0,2.5,0.0,1024.0,0.0,0.0,1
7,3,15.6,2,8,4,1.84,11995308.0,1920,1080,0,0.0,1.0,2.6,256.0,0.0,0.0,0.0,0
16,3,13.3,2,4,4,1.05,11426220.0,1920,1080,0,0.0,1.0,2.5,128.0,0.0,0.0,0.0,1
10,1,15.6,5,8,3,2.5,9043164.0,1920,1080,0,0.0,1.0,2.5,0.0,1024.0,0.0,0.0,2
4,4,13.3,8,16,4,1.29,19918080.0,3200,1800,0,0.0,1.0,2.5,512.0,0.0,0.0,0.0,1
7,3,15.6,2,4,4,2.07,8091720.0,1920,1080,0,0.0,1.0,2.3,0.0,500.0,0.0,0.0,1
16,4,13.3,0,8,4,1.2,9736740.0,1366,768,0,0.0,1.0,2.3,256.0,0.0,0.0,0.0,1
10,0,13.3,5,8,4,1.37,17339400.0,1920,1080,0,0.0,1.0,2.7,256.0,0.0,0.0,0.0,1
0,3,14.0,5,8,4,1.56,8020584.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
4,5,15.6,2,8,4,2.23,15809976.0,1920,1080,0,0.0,1.0,2.8,0.0,1024.0,0.0,0.0,2
10,3,15.6,0,4,4,2.38,9381060.0,1366,768,0,0.0,1.0,2.5,0.0,500.0,0.0,0.0,1
10,3,15.6,2,4,3,2.2,4259268.0,1920,1080,0,0.0,1.0,,0.0,1024.0,0.0,0.0,0
16,3,15.6,5,8,4,2.0,12342096.0,1920,1080,0,0.0,1.0,2.7,256.0,0.0,0.0,0.0,1
10,3,13.3,5,4,4,1.44,6535620.0,1920,1080,0,0.0,1.0,2.4,1.0,0.0,0.0,0.0,1
15,4,15.0,2,16,4,1.23,16441308.0,1920,1080,0,0.0,1.0,2.7,256.0,0.0,0.0,0.0,2
4,4,12.5,2,8,4,1.6,15027480.0,1920,1080,0,0.0,1.0,2.8,256.0,0.0,0.0,0.0,1
2,3,15.6,0,4,2,,3547819.08,1366,768,0,0.0,1.0,1.1,0.0,1024.0,0.0,0.0,1
18,4,13.3,5,8,4,1.28,8314020.0,1920,1080,0,0.0,1.0,2.3,256.0,0.0,0.0,0.0,2
4,3,15.6,2,4,4,2.18,8113950.0,1920,1080,0,0.0,1.0,2.5,128.0,1024.0,0.0,0.0,2
7,3,15.6,2,4,4,2.04,7460388.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
7,0,13.3,2,4,4,1.28,15116400.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
7,0,15.6,0,4,4,2.3,6089241.6,1366,768,1,0.0,1.0,2.5,0.0,500.0,0.0,0.0,1
2,3,14.1,0,4,4,1.65,3094416.0,1366,768,0,0.0,1.0,1.1,0.0,0.0,0.0,32.0,1
10,3,15.6,5,8,4,2.2,5948748.0,1920,1080,0,0.0,1.0,2.5,0.0,1024.0,0.0,0.0,2
4,3,15.6,0,4,4,2.2,3281148.0,1366,768,0,0.0,1.0,1.6,0.0,500.0,0.0,0.0,1
7,0,13.3,2,4,4,1.28,15996708.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
4,3,15.6,0,4,2,2.18,4052084.4,1366,768,0,1.0,0.0,2.0,0.0,1024.0,0.0,0.0,0
2,1,17.3,2,12,4,2.2,12181150.8,1920,1080,0,0.0,1.0,2.5,128.0,1024.0,0.0,0.0,2
0,2,11.6,3,4,1,1.25,2640924.0,1366,768,0,0.0,1.0,1.6,0.0,0.0,0.0,32.0,1
10,3,17.3,0,4,4,2.8,3370068.0,1600,900,0,0.0,1.0,2.2,0.0,500.0,0.0,0.0,0
7,3,14.0,2,4,4,1.95,11248380.0,1920,1080,0,0.0,1.0,2.5,128.0,0.0,0.0,0.0,1
7,0,13.3,8,16,4,1.42,12439908.0,3200,1800,0,0.0,1.0,2.7,256.0,0.0,0.0,0.0,1
15,4,15.0,2,8,4,1.17,15107508.0,1920,1080,0,0.0,1.0,2.7,256.0,0.0,0.0,0.0,1
10,4,14.0,5,8,4,1.32,15996708.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
11,1,17.3,4,16,4,2.43,23554908.0,3840,2160,0,0.0,1.0,2.6,512.0,2048.0,0.0,0.0,2
16,3,13.3,2,8,4,1.05,13115700.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
4,1,15.6,2,8,2,2.62,8260668.0,1920,1080,0,0.0,1.0,2.8,0.0,1024.0,0.0,0.0,2
7,3,15.6,2,8,4,2.04,8002800.0,1920,1080,0,0.0,1.0,2.7,0.0,1024.0,0.0,0.0,2
4,3,15.6,0,4,4,2.18,5459688.0,1366,768,0,0.0,1.0,2.0,0.0,1024.0,0.0,0.0,0
4,3,15.6,2,8,4,1.9,8314020.0,1920,1080,0,0.0,1.0,2.6,0.0,500.0,0.0,0.0,1
4,0,13.3,8,8,4,1.24,17900485.2,3200,1800,0,0.0,1.0,1.3,512.0,0.0,0.0,0.0,1
